"%23w.print(Nessus%20Response","%23w.print(Nessus%20Response.keyword","@timestamp","@version","@version.keyword",NameError,"NameError.keyword","_id","_ignored","_index","_score","dest_ip","dest_ip.keyword","geoip.as_org","geoip.as_org.keyword","geoip.asn","geoip.city_name","geoip.city_name.keyword","geoip.continent_code","geoip.continent_code.keyword","geoip.country_code2","geoip.country_code2.keyword","Country (geoip.country_code3)","geoip.country_code3.keyword","geoip.country_name","geoip.country_name.keyword","geoip.ip","geoip.latitude","geoip.location","geoip.longitude","geoip.postal_code","geoip.postal_code.keyword","geoip.region_code","geoip.region_code.keyword","geoip.region_name","geoip.region_name.keyword","geoip.timezone","geoip.timezone.keyword","geoip_ext.as_org","geoip_ext.as_org.keyword","geoip_ext.asn","geoip_ext.city_name","geoip_ext.city_name.keyword","geoip_ext.continent_code","geoip_ext.continent_code.keyword","geoip_ext.country_code2","geoip_ext.country_code2.keyword","geoip_ext.country_code3","geoip_ext.country_code3.keyword","geoip_ext.country_name","geoip_ext.country_name.keyword","geoip_ext.ip","geoip_ext.latitude","geoip_ext.location","geoip_ext.longitude","geoip_ext.postal_code","geoip_ext.postal_code.keyword","geoip_ext.region_code","geoip_ext.region_code.keyword","geoip_ext.region_name","geoip_ext.region_name.keyword","geoip_ext.timezone","geoip_ext.timezone.keyword",handle,"handle.keyword","headers.accept_encoding","headers.accept_encoding.keyword","headers.connection","headers.connection.keyword","headers.content_length","headers.content_length.keyword","headers.content_type","headers.content_type.keyword","headers.http_host","headers.http_host.keyword","headers.http_user_agent","headers.http_user_agent.keyword","headers.http_version","headers.http_version.keyword","headers.request_method","headers.request_method.keyword","headers.request_path","headers.request_path.keyword",host,"host.keyword",message,path,"path.keyword","payload_printable","payload_printable.keyword","src_ip","src_ip.keyword","ssl.SSLEOFError","ssl.SSLEOFError.keyword","struct.error","struct.error.keyword","T-Pot Hostname (t-pot_hostname)","t-pot_hostname.keyword","t-pot_ip_ext","t-pot_ip_ext.keyword","t-pot_ip_int","t-pot_ip_int.keyword",timestamp,"Type (type)","type.keyword"
"-","-","Oct 16, 2025 @ 14:03:04.658",1,1,"-","-",HlSe7pkB6iz2Orazceon,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,143772,143772,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","  File ""socketserver.py"", line 349, in process_request","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","-","-","-","-","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","-",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:03:04.658",1,1,"-","-",H1Se7pkB6iz2Orazceon,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,143772,143772,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","  File ""socketserver.py"", line 362, in finish_request","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","-","-","-","-","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","-",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:03:04.658",1,1,"-","-",IFSe7pkB6iz2Orazceon,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,143772,143772,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","  File ""http/server.py"", line 672, in __init__","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","-","-","-","-","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","-",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:03:04.658",1,1,"-","-",IVSe7pkB6iz2Orazceon,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,143772,143772,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","  File ""socketserver.py"", line 766, in __init__","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","-","-","-","-","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","-",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:03:04.658",1,1,"-","-",IlSe7pkB6iz2Orazceon,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,143772,143772,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","  File ""http/server.py"", line 436, in handle","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","-","-","-","-","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","-",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:03:04.658",1,1,"-","-",I1Se7pkB6iz2Orazceon,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,143772,143772,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","  File ""asa_server.py"", line 213, in handle_one_request","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","-","-","-","-","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","-",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:03:04.658",1,1,"-","-",JFSe7pkB6iz2Orazceon,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,143772,143772,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","  File ""asa_server.py"", line 124, in do_GET","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","-","-","-","-","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","-",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:03:04.658",1,1,"-","-",JVSe7pkB6iz2Orazceon,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,143772,143772,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","  File ""http/server.py"", line 679, in do_GET","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","-","-","-","-","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","-",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:03:04.658",1,1,"-","-",JlSe7pkB6iz2Orazceon,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,143772,143772,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","  File ""http/server.py"", line 878, in copyfile","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","-","-","-","-","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","-",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:03:04.658",1,1,"-","-",J1Se7pkB6iz2Orazceon,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,143772,143772,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","  File ""shutil.py"", line 204, in copyfileobj","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","-","-","-","-","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","-",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:03:04.658",1,1,"-","-",KFSe7pkB6iz2Orazceon,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,143772,143772,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","  File ""socketserver.py"", line 845, in write","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","-","-","-","-","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","-",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:03:04.658",1,1,"-","-",KVSe7pkB6iz2Orazceon,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,143772,143772,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","  File ""ssl.py"", line 1210, in sendall","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","-","-","-","-","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","-",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:03:04.658",1,1,"-","-",KlSe7pkB6iz2Orazceon,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,143772,143772,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","  File ""ssl.py"", line 1179, in send","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","-","-","-","-","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","-",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:03:04.658",1,1,"-","-",K1Se7pkB6iz2Orazceon,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,143772,143772,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","ssl.SSLEOFError: EOF occurred in violation of protocol (_ssl.c:2427)","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","-","-","-","-","EOF occurred in violation of protocol (_ssl.c:2427)","EOF occurred in violation of protocol (_ssl.c:2427)","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","-",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:03:04.658",1,1,"-","-",LFSe7pkB6iz2Orazceon,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,143772,143772,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","----------------------------------------","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","-","-","-","-","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","-",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:03:04.542",1,1,"-","-",flSe7pkB6iz2OrazcOlM,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,143772,143772,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","{'timestamp': '2025-10-16T20:03:04.542117', 'src_ip': '148.226.8.120', 'payload_printable': '""GET /scripts/vhML0WNOX6P3.cfm HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /scripts/vhML0WNOX6P3.cfm HTTP/1.1"" 404 -","""GET /scripts/vhML0WNOX6P3.cfm HTTP/1.1"" 404 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","Oct 16, 2025 @ 14:03:04.542",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:03:04.536",1,1,"-","-",fVSe7pkB6iz2OrazcOlM,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,143772,143772,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","{'timestamp': '2025-10-16T20:03:04.536031', 'src_ip': '148.226.8.120', 'payload_printable': '""GET /scripts/vhML0WNOX6P3.php3 HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /scripts/vhML0WNOX6P3.php3 HTTP/1.1"" 404 -","""GET /scripts/vhML0WNOX6P3.php3 HTTP/1.1"" 404 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","Oct 16, 2025 @ 14:03:04.536",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:03:04.529",1,1,"-","-",fFSe7pkB6iz2OrazcOlM,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,143772,143772,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","{'timestamp': '2025-10-16T20:03:04.529465', 'src_ip': '148.226.8.120', 'payload_printable': '""GET /scripts/vhML0WNOX6P3.php HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /scripts/vhML0WNOX6P3.php HTTP/1.1"" 404 -","""GET /scripts/vhML0WNOX6P3.php HTTP/1.1"" 404 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","Oct 16, 2025 @ 14:03:04.529",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:03:04.522",1,1,"-","-",e1Se7pkB6iz2OrazcOlM,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,143772,143772,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","{'timestamp': '2025-10-16T20:03:04.522601', 'src_ip': '148.226.8.120', 'payload_printable': '""GET /scripts/vhML0WNOX6P3.asp HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /scripts/vhML0WNOX6P3.asp HTTP/1.1"" 404 -","""GET /scripts/vhML0WNOX6P3.asp HTTP/1.1"" 404 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","Oct 16, 2025 @ 14:03:04.522",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:03:04.516",1,1,"-","-",elSe7pkB6iz2OrazcOlM,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,143772,143772,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","{'timestamp': '2025-10-16T20:03:04.516375', 'src_ip': '148.226.8.120', 'payload_printable': '""GET /scripts/vhML0WNOX6P3.shtml HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /scripts/vhML0WNOX6P3.shtml HTTP/1.1"" 404 -","""GET /scripts/vhML0WNOX6P3.shtml HTTP/1.1"" 404 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","Oct 16, 2025 @ 14:03:04.516",Ciscoasa,Ciscoasa
