"@timestamp","@version","@version.keyword","_id","_ignored","_index","_score","connection.protocol","connection.protocol.keyword","connection.transport","connection.transport.keyword","connection.type","connection.type.keyword","dest_ip","dest_ip.keyword","DestPort (dest_port)","ftp.commands.arguments","ftp.commands.arguments.keyword","ftp.commands.command","ftp.commands.command.keyword","geoip.as_org","geoip.as_org.keyword","geoip.asn","geoip.city_name","geoip.city_name.keyword","geoip.continent_code","geoip.continent_code.keyword","geoip.country_code2","geoip.country_code2.keyword","Country (geoip.country_code3)","geoip.country_code3.keyword","geoip.country_name","geoip.country_name.keyword","geoip.ip","geoip.latitude","geoip.location","geoip.longitude","geoip.postal_code","geoip.postal_code.keyword","geoip.region_code","geoip.region_code.keyword","geoip.region_name","geoip.region_name.keyword","geoip.timezone","geoip.timezone.keyword","geoip_ext.as_org","geoip_ext.as_org.keyword","geoip_ext.asn","geoip_ext.city_name","geoip_ext.city_name.keyword","geoip_ext.continent_code","geoip_ext.continent_code.keyword","geoip_ext.country_code2","geoip_ext.country_code2.keyword","geoip_ext.country_code3","geoip_ext.country_code3.keyword","geoip_ext.country_name","geoip_ext.country_name.keyword","geoip_ext.ip","geoip_ext.latitude","geoip_ext.location","geoip_ext.longitude","geoip_ext.postal_code","geoip_ext.postal_code.keyword","geoip_ext.region_code","geoip_ext.region_code.keyword","geoip_ext.region_name","geoip_ext.region_name.keyword","geoip_ext.timezone","geoip_ext.timezone.keyword","headers.accept_encoding","headers.accept_encoding.keyword","headers.connection","headers.connection.keyword","headers.content_length","headers.content_length.keyword","headers.content_type","headers.content_type.keyword","headers.http_host","headers.http_host.keyword","headers.http_user_agent","headers.http_user_agent.keyword","headers.http_version","headers.http_version.keyword","headers.request_method","headers.request_method.keyword","headers.request_path","headers.request_path.keyword",host,"host.keyword",password,"password.keyword",path,"path.keyword","src_hostname","src_hostname.keyword","src_ip","src_ip.keyword","src_port","T-Pot Hostname (t-pot_hostname)","t-pot_hostname.keyword","t-pot_ip_ext","t-pot_ip_ext.keyword","t-pot_ip_int","t-pot_ip_int.keyword",timestamp,"Type (type)","type.keyword",username,"username.keyword"
"Oct 15, 2025 @ 14:16:25.892",1,1,"nG-E6ZkBvOONh2cvUw3Z","-","logstash-2025.10.15","-",ftpd,ftpd,tcp,tcp,accept,accept,"172.19.0.2","172.19.0.2",21,"-","-","-","-","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","gzip,deflate","gzip,deflate",close,close,1176,1176,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","192.168.48.5","192.168.48.5","-","-","/data/dionaea/log/dionaea.json","/data/dionaea/log/dionaea.json","(empty)","(empty)","148.226.8.120","148.226.8.120",37111,"hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","Oct 15, 2025 @ 14:16:25.892",Dionaea,Dionaea,"-","-"
"Oct 15, 2025 @ 14:11:17.003",1,1,"lG5_6ZkBvOONh2cvsMU9","-","logstash-2025.10.15","-",smbd,smbd,tcp,tcp,accept,accept,"192.168.112.2","192.168.112.2",445,"-","-","-","-","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"-","-","/data/dionaea/log/dionaea.json","/data/dionaea/log/dionaea.json","(empty)","(empty)","148.226.8.120","148.226.8.120",34550,"hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:11:17.003",Dionaea,Dionaea,"-","-"
"Oct 15, 2025 @ 14:11:12.377",1,1,"qm5_6ZkBvOONh2cvx8vX","-","logstash-2025.10.15","-",ftpd,ftpd,tcp,tcp,accept,accept,"192.168.112.2","192.168.112.2",21,"-","-","-","-","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"-","-","/data/dionaea/log/dionaea.json","/data/dionaea/log/dionaea.json","(empty)","(empty)","148.226.8.120","148.226.8.120",50778,"hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:11:12.377",Dionaea,Dionaea,"-","-"
"Oct 15, 2025 @ 14:11:11.988",1,1,"p25_6ZkBvOONh2cvnMSu","-","logstash-2025.10.15","-",epmapper,epmapper,tcp,tcp,accept,accept,"192.168.112.2","192.168.112.2",135,"-","-","-","-","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"-","-","/data/dionaea/log/dionaea.json","/data/dionaea/log/dionaea.json","(empty)","(empty)","148.226.8.120","148.226.8.120",47556,"hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:11:11.988",Dionaea,Dionaea,"-","-"
"Oct 15, 2025 @ 14:11:11.968",1,1,"zG5_6ZkBvOONh2cvicIY","-","logstash-2025.10.15","-",smbd,smbd,tcp,tcp,accept,accept,"192.168.112.2","192.168.112.2",445,"-","-","-","-","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"-","-","/data/dionaea/log/dionaea.json","/data/dionaea/log/dionaea.json","(empty)","(empty)","148.226.8.120","148.226.8.120",34540,"hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:11:11.968",Dionaea,Dionaea,"-","-"
"Oct 15, 2025 @ 14:10:59.911",1,1,"jm5_6ZkBvOONh2cvWrsk","-","logstash-2025.10.15","-",httpd,httpd,tcp,tcp,accept,accept,"192.168.112.2","192.168.112.2",81,"-","-","-","-","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"-","-","/data/dionaea/log/dionaea.json","/data/dionaea/log/dionaea.json","(empty)","(empty)","148.226.8.120","148.226.8.120",57250,"hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:10:59.911",Dionaea,Dionaea,"-","-"
"Oct 15, 2025 @ 14:10:57.836",1,1,"g25_6ZkBvOONh2cvTqdo","-","logstash-2025.10.15","-",mssqld,mssqld,tcp,tcp,accept,accept,"192.168.112.2","192.168.112.2",1433,"-","-","-","-","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"-","-","/data/dionaea/log/dionaea.json","/data/dionaea/log/dionaea.json","(empty)","(empty)","148.226.8.120","148.226.8.120",55982,"hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:10:57.836",Dionaea,Dionaea,"-","-"
"Oct 15, 2025 @ 14:10:56.747",1,1,"Rm5_6ZkBvOONh2cvSp1-","-","logstash-2025.10.15","-",epmapper,epmapper,tcp,tcp,accept,accept,"192.168.112.2","192.168.112.2",135,"-","-","-","-","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"-","-","/data/dionaea/log/dionaea.json","/data/dionaea/log/dionaea.json","(empty)","(empty)","148.226.8.120","148.226.8.120",40132,"hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:10:56.747",Dionaea,Dionaea,"-","-"
"Oct 15, 2025 @ 14:10:56.399",1,1,"RW5_6ZkBvOONh2cvSp1-","-","logstash-2025.10.15","-",epmapper,epmapper,tcp,tcp,accept,accept,"192.168.112.2","192.168.112.2",135,"-","-","-","-","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"-","-","/data/dionaea/log/dionaea.json","/data/dionaea/log/dionaea.json","(empty)","(empty)","148.226.8.120","148.226.8.120",40120,"hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:10:56.399",Dionaea,Dionaea,"-","-"
"Oct 15, 2025 @ 14:10:55.647",1,1,"RG5_6ZkBvOONh2cvRpZ2","-","logstash-2025.10.15","-",pptpd,pptpd,tcp,tcp,accept,accept,"192.168.112.2","192.168.112.2",1723,"-","-","-","-","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"-","-","/data/dionaea/log/dionaea.json","/data/dionaea/log/dionaea.json","(empty)","(empty)","148.226.8.120","148.226.8.120",36318,"hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:10:55.647",Dionaea,Dionaea,"-","-"
"Oct 15, 2025 @ 14:10:50.803",1,1,"Km5_6ZkBvOONh2cvM5NB","-","logstash-2025.10.15","-",mqttd,mqttd,tcp,tcp,accept,accept,"192.168.112.2","192.168.112.2",1883,"-","-","-","-","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"-","-","/data/dionaea/log/dionaea.json","/data/dionaea/log/dionaea.json","(empty)","(empty)","148.226.8.120","148.226.8.120",44358,"hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:10:50.803",Dionaea,Dionaea,"-","-"
"Oct 15, 2025 @ 14:10:47.923",1,1,"yW5_6ZkBvOONh2cvK5Ah","-","logstash-2025.10.15","-",mysqld,mysqld,tcp,tcp,accept,accept,"192.168.112.2","192.168.112.2",3306,"-","-","-","-","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"-","-","/data/dionaea/log/dionaea.json","/data/dionaea/log/dionaea.json","(empty)","(empty)","148.226.8.120","148.226.8.120",60670,"hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:10:47.923",Dionaea,Dionaea,"-","-"
"Oct 15, 2025 @ 14:10:47.571",1,1,"m25_6ZkBvOONh2cvJ3g_","-","logstash-2025.10.15","-",mirrord,mirrord,tcp,tcp,accept,accept,"192.168.112.2","192.168.112.2",42,"-","-","-","-","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"-","-","/data/dionaea/log/dionaea.json","/data/dionaea/log/dionaea.json","(empty)","(empty)","148.226.8.120","148.226.8.120",52950,"hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:10:47.571",Dionaea,Dionaea,"-","-"
"Oct 15, 2025 @ 14:10:47.564",1,1,"gW5_6ZkBvOONh2cvJ3gy","-","logstash-2025.10.15","-",mirrorc,mirrorc,tcp,tcp,connect,connect,"192.168.112.2","192.168.112.2",34229,"-","-","-","-","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"-","-","/data/dionaea/log/dionaea.json","/data/dionaea/log/dionaea.json","(empty)","(empty)","148.226.8.120","148.226.8.120",42,"hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:10:47.564",Dionaea,Dionaea,"-","-"
"Oct 15, 2025 @ 14:10:45.850",1,1,"XG5_6ZkBvOONh2cvH25a","-","logstash-2025.10.15","-",pptpd,pptpd,tcp,tcp,accept,accept,"192.168.112.2","192.168.112.2",1723,"-","-","-","-","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"-","-","/data/dionaea/log/dionaea.json","/data/dionaea/log/dionaea.json","(empty)","(empty)","148.226.8.120","148.226.8.120",42210,"hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:10:45.850",Dionaea,Dionaea,"-","-"
"Oct 15, 2025 @ 14:10:41.773",1,1,"dm5_6ZkBvOONh2cvD2p8","-","logstash-2025.10.15","-",pptpd,pptpd,tcp,tcp,accept,accept,"192.168.112.2","192.168.112.2",1723,"-","-","-","-","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"-","-","/data/dionaea/log/dionaea.json","/data/dionaea/log/dionaea.json","(empty)","(empty)","148.226.8.120","148.226.8.120",42198,"hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:10:41.773",Dionaea,Dionaea,"-","-"
"Oct 15, 2025 @ 14:10:41.092",1,1,"dW5_6ZkBvOONh2cvD2p8","-","logstash-2025.10.15","-",epmapper,epmapper,tcp,tcp,accept,accept,"192.168.112.2","192.168.112.2",135,"-","-","-","-","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"-","-","/data/dionaea/log/dionaea.json","/data/dionaea/log/dionaea.json","(empty)","(empty)","148.226.8.120","148.226.8.120",47808,"hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:10:41.092",Dionaea,Dionaea,"-","-"
"Oct 15, 2025 @ 14:10:34.133",1,1,"em5-6ZkBvOONh2cv9FpO","-","logstash-2025.10.15","-",mqttd,mqttd,tcp,tcp,accept,accept,"192.168.112.2","192.168.112.2",1883,"-","-","-","-","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"-","-","/data/dionaea/log/dionaea.json","/data/dionaea/log/dionaea.json","(empty)","(empty)","148.226.8.120","148.226.8.120",59752,"hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:10:34.133",Dionaea,Dionaea,"-","-"
"Oct 15, 2025 @ 14:10:33.458",1,1,"nG5-6ZkBvOONh2cv8FBm","-","logstash-2025.10.15","-",httpd,httpd,tcp,tcp,accept,accept,"192.168.112.2","192.168.112.2",81,"-","-","-","-","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"-","-","/data/dionaea/log/dionaea.json","/data/dionaea/log/dionaea.json","(empty)","(empty)","148.226.8.120","148.226.8.120",36112,"hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:10:33.458",Dionaea,Dionaea,"-","-"
"Oct 15, 2025 @ 14:10:27.827",1,1,"4m5-6ZkBvOONh2cv2Efx","-","logstash-2025.10.15","-",pptpd,pptpd,tcp,tcp,accept,accept,"192.168.112.2","192.168.112.2",1723,"-","-","-","-","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"-","-","/data/dionaea/log/dionaea.json","/data/dionaea/log/dionaea.json","(empty)","(empty)","148.226.8.120","148.226.8.120",37946,"hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:10:27.827",Dionaea,Dionaea,"-","-"
"Oct 15, 2025 @ 14:10:26.803",1,1,"sW5-6ZkBvOONh2cv1Dzt","-","logstash-2025.10.15","-",ftpd,ftpd,tcp,tcp,accept,accept,"192.168.112.2","192.168.112.2",21,"-","-","-","-","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"-","-","/data/dionaea/log/dionaea.json","/data/dionaea/log/dionaea.json","(empty)","(empty)","148.226.8.120","148.226.8.120",60568,"hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:10:26.803",Dionaea,Dionaea,"-","-"
